Tweet_id,User_name,Tweet_text,Language,Created_at,Search_Keyword
1862542213990727897,Elon Musk (Fan),"Be honest!

Do you love ❤️ apples 🍎? 

A. Yes
B. No https://t.co/1aYx0bUrr5",en,2024-11-29 17:00:42+00:00,Apple
1862393806630609155,Dr. Julian Hosp,"This ad makes me proud as an Apple shareholder.
No pseudo-woke nonsense, no forced morality – just pure emotions, strong values, and a clear message. This is what great advertising should do: inspire, connect, and elevate the brand.
Apple shows, that they know (if they want to!) how to resonate with their audience without chasing fleeting trends. This builds not only brand strength but also shareholder confidence in the company’s future.
Well done, Apple – keep it up! 💪
What do you think? Did they nail it with this ad?",en,2024-11-29 07:10:59+00:00,Apple
1862515677409812857,Apple Design,"Reality of Google Pay compared to Apple Pay

Now you know - Google knows about every fking payment you do while Apple doesn't 

Apple is the most secure platform. https://t.co/4TEjyKOTYg",en,2024-11-29 15:15:16+00:00,Apple
1861484440255336687,تركي آل الشيخ,"باقي20دقيقة ونبدأ سحب الليله🌹🇸🇦
#الهلال_السد
على مبلغ1000000ريال💸لـ4فائزين+ 5 (Apple iPhone 16 Pro)
الاول :400000ريال
الثاني :250000ريال
الثالث :200000ريال
الرابع :150000ريال
بدون شروط فقط +رتويت 🔄لايك ❤️ واكتب تم جرب حظك يمكن تفوز
#ميزانيه_السعوديه2025
#الهلال_السد https://t.co/QLto37nvTe",ar,2024-11-26 18:57:29+00:00,Apple
1861878477533716667,Old Internet,car full of apples in azerbaijan (2007) https://t.co/PZimHOL3w8,en,2024-11-27 21:03:15+00:00,Apple
1862199781734457783,Wall Street Wolverine,Anuncio de Navidad de Apple: https://t.co/CiuzBSVrrq,es,2024-11-28 18:20:00+00:00,Apple
1862376025344418267,すとぷり【公式】,"🍓✨すとぷりWith!!(すとうぃず)✨🍓

🎮ゲーム内ストーリーイベント📖
「メリークリスマス！すとぷりと聖夜の奇跡 前編」開催中🩵🎄💜

▼アプリのダウンロードはコチラから!!
📲 iOS: https://t.co/EdX8ZJMK2w
📲 Android: https://t.co/jJRVKzdHnX 

#すとうぃず
#すとぷりWith https://t.co/GrES77FmMd",ja,2024-11-29 06:00:20+00:00,Apple
1862280258021445692,Leading Report,BREAKING: Apple releases ‘non-woke’ Christmas ad. https://t.co/ODYdqkgixg,en,2024-11-28 23:39:47+00:00,Apple
1862514978466517460,BASITO,"Wizkid’s “Morayo” album on display on iPhones at an Apple Store in the UK 🔥

 https://t.co/MHkg6p3ZLU",en,2024-11-29 15:12:29+00:00,Apple
1861606315010990590,Li Zexin,"Huawei is doing what Apple didn't do. 

Grab and release... Huawei makes the Hogwarts magic no longer just something in the movies.

Features like this naturally come when you have a fully self-developed operating system.

It was unveiled at the Huawei Mate 70 launch event. The new flagship phone will use the Harmony Next system, entirely Android-free.",en,2024-11-27 03:01:47+00:00,Apple
1861145074219786273,Jay’s Tech 𝕏 ,"Google vs Apple.

Who has the better looking app icons? https://t.co/O2UeJnWScc",en,2024-11-25 20:28:58+00:00,Apple
1862686357706932359,Paul A. Szypula 🇺🇸,"Pro-Palestine protesters take over an Apple Store in Seattle.

These people need to be jailed a year for each offense.

Otherwise they’ll never stop.

https://t.co/T9AbGZ6FDe",en,2024-11-30 02:33:29+00:00,Apple
1860582876229566556,Massimo,"The math behind the Apple Logo

[🎞️ mat.h_director]
https://t.co/doIdiRyKLk",en,2024-11-24 07:15:00+00:00,Apple
1862215278920134845,Milla Sofia,"My latest song Broke Me Briefly is out today on streaming platforms Like Apple Music and Spotify. Go check it out and vibe with me!
https://t.co/w8oz3EXifQ https://t.co/wLrMrI35Jp",en,2024-11-28 19:21:35+00:00,Apple
1862396032639721843,HYPETRIBE,"🚨1 Week After Release, Wizkid's ""Morayo"" Occupies the Top 16 Spots on Apple Music NG Top Songs Charts📊🇳🇬

— The first Album to achieve this feat. https://t.co/yXDsJJhNyT",en,2024-11-29 07:19:50+00:00,Apple
1862413689959457087,I Hate Apple,Apple Juice..... https://t.co/pNlkBLLDJx,en,2024-11-29 08:30:00+00:00,Apple
1862226245523570708,Barry Cunningham,"Wait... Apple posted this??? We are SO FRIGGIN' Back!!

MAKE ADVERTISING GREAT AGAIN!!! https://t.co/ZElabgrjld",en,2024-11-28 20:05:10+00:00,Apple
1862153968949879018,Cosmos Info,"Depuis 3 semaines on ne vie plus dans le même monde! 
Apple nous présente une pub , pro famille, pro patriarcat en vedette un homme blanc qui aime sa fille. Magnifique. La planète est en trains de se guérir. Bonne action de grâce mes amis américains. Bonne dinde , bon matchs🏈 https://t.co/jrReRFoyby",fr,2024-11-28 15:17:58+00:00,Apple
1862353292505776318,ILLIT official,"ILLIT’s song “Magnetic” was added to the #The100BestSongsof2024 on @AppleMusic. Give it a listen now! 

💿 https://t.co/QIopLThXUk

#ILLIT #아일릿
#SUPER_REAL_ME #Magnetic https://t.co/C9WzJ5yLsI",en,2024-11-29 04:30:00+00:00,Apple
1862030468138385729,TXT,"Wizkid's ""Morayo"" dominates the entire Top 16 on Apple Music NG in its 7th day of release.

— It matches Asake's ""Mr. Money with the Vibe"" as the only albums to have attained this feat. https://t.co/diXC3yflIi",en,2024-11-28 07:07:13+00:00,Apple
1861750753074823592,Rep. Nancy Mace,".@jkrowling is a true inspiration fighting for and protecting all women.

#HoldTheLine 

https://t.co/LAJsumMZWh https://t.co/Cu2JLlbE9h",en,2024-11-27 12:35:43+00:00,Apple
1862213815779434582,Marjorie Taylor Greene Press Release (Parody),"HOLY SH*T 🚨 I am completely SHOCKED Apple would drop such a non Woke Pro Life Family ad

I’m actually in tears watching it 🙏 

FINALLY normalcy https://t.co/uHtfSdCBmD",en,2024-11-28 19:15:46+00:00,Apple
1862823036430279051,Wallpaper*,Apple’s new Mac mini is a pocket-sized powerhouse thanks to the M4 processor https://t.co/AAMNGQgmqq https://t.co/khKyAlJT51,en,2024-11-30 11:36:36+00:00,Apple
1861309366843920501,Apple Hub,Would you like this redesign? https://t.co/n7ze1sir58,en,2024-11-26 07:21:49+00:00,Apple
1853729719239233937,Elon Musk (Parody),"Would you buy a Tesla phone?

Cheaper and better than Apple and we don't sell your data!

Plus free Starlink 👀 https://t.co/mmCcoTfoq7",en,2024-11-05 09:23:00+00:00,Apple
1856026733855834119,𝒸.,just a girl and her iOS18 apple stickers 🤎🦢🧺🧸 https://t.co/Q4wN3pH45t,en,2024-11-11 17:30:31+00:00,Apple
1811492508532375615,Punch Cat,apple                                        nothing https://t.co/0gSxqxpPZW,en,2024-07-11 20:07:24+00:00,Apple
1842565404469711210,Tim Cook,Steve showed us that the future isn’t something you wait for—it’s something you build. His memory lives on in the hearts of innovators and dreamers everywhere—at Apple and beyond. https://t.co/p5USzlifCb,en,2024-10-05 14:00:00+00:00,Apple
1830823030953820279,Historic Vids,The consistency of corner radius across different Apple products https://t.co/j2dSUalRks,en,2024-09-03 04:20:00+00:00,Apple
1853432214257578496,The Cinéprism,"So, Apple TV casually drops groundbreaking shows and forgets to even promote them. https://t.co/MwF4uaGtiI",en,2024-11-04 13:40:49+00:00,Apple
1845521095085969502,Hemant Batra,An apple a day keeps the doctor away.  https://t.co/ugvzXYKDxq,en,2024-10-13 17:44:51+00:00,Apple
1827739529404453157,Sherzy,"“If you had invested in Apple in 2007…”

Me in 07: https://t.co/DsGOkSfHkI",en,2024-08-25 16:07:16+00:00,Apple
1831533201820365028,Enséñame de Ciencia,"Las nuevas funciones de Apple están a otro nivel 😱✅

https://t.co/uXijikoGXM",es,2024-09-05 03:21:58+00:00,Apple
1839476009344569621,yani ✮,"sushi, chicken sandwich, ox tail, mac n cheese, tteokbokki, general tso, seafood boil, country fried steak, smoke sausage, biscuits and gravy, pulled pork, smoked turkey leg, mint chocolate chip ice cream, apple juice, bacon cheese burger, lasagna, bbq baked beans, strawberry lem",en,2024-09-27 01:23:51+00:00,Apple
1836851851800592638,Mike Rundle,"Apple broke the Photos app in iOS 18 because they stopped thinking about it as a Utility and started treating it like an app they are trying to grow casual usage of, which is insane.

Apple’s goal should **never** be to increase usage of it like it’s some social product or game. Their goal should be to provide whatever a user is trying to find when they open it.

Here are my primary use cases:

(1) I need to find an item in my library that was added recently so I can edit it, share it, copy it, etc.

(2) I need to find an item that was added to my library long enough ago that just scrolling back and glancing at thumbnails quickly is laborious or won’t lead to success without frustration

For #1, the best way to solve that is to show me a chronological list of items as quickly as possible

For #2, the best way to solve that is to have a Search feature that can accept arbitrary queries like “pumpkin patch” or “last Thanksgiving” or “baby pics” or “Dad with a beard” 

I don’t care about moments, slideshows, dynamic collections, memories, or anything else Photos is trying to put in my face. I don’t open Photos to stroll down memory lane, I open it for 1 of the 2 use cases outlined above.

So what did Apple do?

They jumbled the quick list of recent items with a bunch of dynamic collections and memories into a new main screen, but more egregiously they took Search out of the tab bar (closest to my thumb) and put it at the top right of the screen, which is the 2nd hardest region to reach when holding a phone.

Moving Search to an ergonomically inconvenient location would be bad enough, but Apple designers took it a frustrating step further by shrinking the tap target wayyyyyy down from iOS 17.

How much smaller is it?

91% smaller by area compared to the iOS 17 tab. 91% fewer individual pixels to try to tap on, now placed in the most inconvenient location they could find.",en,2024-09-19 19:36:23+00:00,Apple
1831794431877640613,Historic Vids,Tim Cook explains why Apple chooses China for manufacturing. https://t.co/jDEkpXUorp,en,2024-09-05 20:40:00+00:00,Apple
1855407455070507064,Apple Hub,Apple Music &gt; Spotify https://t.co/NNC6FW7ijK,en,2024-11-10 00:29:43+00:00,Apple
1835868993384784348,世界四季報,"Apple信者が求めているiPhoneはこーゆうのよ
 https://t.co/vKdMwi5gFd",ja,2024-09-17 02:30:51+00:00,Apple
1840791616136614108,Matt Van Swol,"I’ve never been more thankful to be an iPhone user. 

Due to the lack of cell service, EVERYONE in Asheville NC right now on iOS 18 has been able to get messages out and in with the Satellite messaging feature. 

This is literally saving lives @Apple. https://t.co/k0FOIgKlRk",en,2024-09-30 16:31:36+00:00,Apple
1827606838285644062,Historic Vids,What my Apple Watch thinks I'm doing at 3 am https://t.co/mM8eI5H8u4,en,2024-08-25 07:20:00+00:00,Apple
1828759431519375434,Radar🚨,"JUST IN: 🇺🇸 Warren Buffett sold another $981 MILLION shares of Bank of America.

‼️Buffett now holds $278 Billion in CASH and selling stocks like never before, including Apple.    

He's getting ready for a crash... https://t.co/XUkxj3whAd",en,2024-08-28 11:39:59+00:00,Apple
1848734608310800581,NO CONTEXT HUMANS,If Apple made electric cars https://t.co/qksEh65rfT,en,2024-10-22 14:34:13+00:00,Apple
1827449507996373220,Film Updates,"‘TED LASSO’ will return for season 4 on Apple TV+.

The main cast is expected to reprise their roles. https://t.co/v7cHxAk6HD",en,2024-08-24 20:54:49+00:00,Apple
1849073296643437043,Apple TV,"Things look a little different around Lumon.

#Severance Season 2 premieres January 17 on Apple TV+ https://t.co/o8o8PREo5p",en,2024-10-23 13:00:02+00:00,Apple
1816458689035051396,Yasmine Khosrowshahi,"I’ve collected hilarious ads of brands mocking their rivals.

1. Apple mocking Android phones https://t.co/1sdJ5KRtSi",en,2024-07-25 13:01:14+00:00,Apple
1846196581608923355,Historic Vids,Apple co-founder Steve Wozniak reunites with motherboard he built in 1976 https://t.co/Ph7LpkXgyb,en,2024-10-15 14:29:00+00:00,Apple
1833213950483128551,Sawyer Merritt,"NEWS: Apple has unveiled the iPhone 16 Pro and 16 Pro Max.

• Bigger 6.3"" & 6.9"" displays (0.2” bigger)
• 33% thinner bezels, thinnest bezels ever on an Apple product
• Grade 5 Titanium with new micro blasted texture
• ~5% larger batteries, best iPhone battery life ever
• Better thermal performance
• Brighter displays
• New Desert Titanium color
• A18 Pro chip (20% faster GPU, 15% faster CPU, 20% less power usage and 2X faster ray tracing than A17 Pro chip)
• 8GB RAM
• 48MP Wide camera
• 48MP for first time on the Ultra Wide camera (up from 12MP)
• 12MP Telephoto
• Faster wireless charging
• 5x optical zoom on both phones
• 4K video recording at 120fps
• New exterior capture button
• 4 studio quality mics provide better audio quality
• Apple Intelligence
• Same starting price: $999 for Pro, and $1,199 for Pro Max
• Colors: Black, White, Natural, and Desert Titanium",en,2024-09-09 18:40:39+00:00,Apple
1823924720896753753,Jᐯ 丂H卂H,"R.I.P Apple Intelligence? 

Google just dropped the Pixel 9 Series in their Made By Google  Event

Here are 10 game-changing features you won’t believe🔥 https://t.co/4RNJldDPUM",en,2024-08-15 03:28:35+00:00,Apple
1862369387753148729,STARBOY GUCCI🖤🦉🖤,"Wizkid’s MORAYO’s album  8th day on ng Apple Music chart 📊❤️🦅

Starboy go dey muzz them😇 https://t.co/69WfHc8xQM",en,2024-11-29 05:33:57+00:00,Apple
