tweet_id,user_name,screen_name,text,created_at,retweet_count,like_count,search_keyword
1862512788653916286,Rıza Akpolat,RizaAkpolat,"Abbasağa Parkı’mızda, Türkiye Obezite Araştırma Derneği ve Novo Nordisk iş birliğiyle Türkiye’nin ilk ‘Kilo Yönetim Noktası’nı hayata geçirdik.

Fazla kilonun olumsuz etkilerine dikkat çekiyor, komşularımıza sağlık için hareketli bir yaşam alışkanlığı kazandırmayı hedefliyoruz. https://t.co/uTdq58Yxjn",Fri Nov 29 15:03:47 +0000 2024,24,107,Novo Nordisk
1862537681416208550,John Hasson,SonofHas,"Just to get this straight

1. Novo Nordisk indirectly lobbies the feds to classify obesity as a disease

2. Disease classification = Medicaid covers Ozempic

3. AKA, Novo Nordisk is lobbying the Biden admin for a MASSIVE payday--and the admin is giving it to them https://t.co/E6G3KigXJL",Fri Nov 29 16:42:42 +0000 2024,6,14,Novo Nordisk
1861888996198027362,Reuters Health,Reuters_Health,"Canada's health regulator has approved Novo Nordisk's weight loss drug Wegovy to reduce the risk of nonfatal heart attack or myocardial infarction in some adults, the Danish drugmaker said on Wednesday. https://t.co/xROeebW4Gp https://t.co/xROeebW4Gp",Wed Nov 27 21:45:03 +0000 2024,3,5,Novo Nordisk
1860823890311917904,Washington #insulin4all,WAinsulin4all,"Last week for #WorldDiabetesDay we protested @novonordisk &amp; their recent move to stop selling #insulin  to the millions with #diabetes in #SouthAfrica 🇿🇦 

@t1international &amp; #insulin4all advocates came together in #Seattle

We ration as they profiteer &amp; extort https://t.co/hadgtpMcuc",Sun Nov 24 23:12:42 +0000 2024,3,7,Novo Nordisk
1860776200207052935,Hims House,himshouse,"Novo Nordisk CEO: ""We still have a situation where there are far more patients who would like to have the treatment than what both Lilly and we can supply.""

Chairman of Outsourcing Facilities Association: ""In other words, semaglutide remains in shortage.""

$HIMS $NVO $LLY https://t.co/ZESbsYaAoh",Sun Nov 24 20:03:12 +0000 2024,27,188,Novo Nordisk
1861053482335154524,Finanz-Kroko,FinanzKroko,"Die größten Unternehmen der Welt. 🌍 
Kein Unternehmen aus 🇩🇪 oder 🇨🇭 dabei. Auch keins aus Europa. 

Auf Platz 21 kommt Novo Nordisk 🇩🇰 und LVMH 🇫🇷 auf Platz 30. 

Erst auf Platz 36 findest sich ein deutsches Unternehmen unter den größten börsennotierten Unternehmen wieder: SAP https://t.co/GeJhRFU3KF",Mon Nov 25 14:25:01 +0000 2024,0,26,Novo Nordisk
1862473383717302436,Team Novo Nordisk,teamnovonordisk,Did you get it 😅 https://t.co/gSshue1rdi,Fri Nov 29 12:27:12 +0000 2024,0,4,Novo Nordisk
1860302699381555396,Dividend Talks on YouTube,DividendTalks,"Stocks Near 52 Week Lows:

ASML $ASML - $672

Elevance Health $ELV - $402

PepsiCo $PEP - $162

Boeing $BA - $149

United Parcel Services $UPS - $134

Diageo $DEO - $120

Canadian National Railway $CNI - $111

Novo Nordisk $NVO - $105

Merck &amp; Co $MRK - $99

Coca-Cola Femsa $KOF",Sat Nov 23 12:41:40 +0000 2024,275,1635,Novo Nordisk
1861683104064368672,Novo Nordisk Foundation,novonordiskfond,"Join us for the last episode of our 4-part series marking the 100th anniversary of the Novo Nordisk Foundation in 2024.

Pandemics, energy crises, the explosion of cardiometabolic diseases, the climate crisis and humanitarian needs because of war and famine. With all these https://t.co/5ybQcT42nR",Wed Nov 27 08:06:55 +0000 2024,1,2,Novo Nordisk
1861035974299406739,Mario Nawfal,MarioNawfal,"🚨THOUSANDS TURN TO WEGOVY ALTERNATIVES DUE TO DRUG SHORTAGE

Over 200,000 monthly prescriptions for compounded versions of Novo Nordisk's Wegovy are being filled as U.S. patients face supply constraints and high costs.

The FDA is considering removing Wegovy from its shortage https://t.co/3qfWz2eBl3",Mon Nov 25 13:15:27 +0000 2024,9,49,Novo Nordisk
1861439777251168594,Bullflow.io,BullflowIO,$NVO Novo Nordisk $1.6M+ Jan Expiry OTM Calls https://t.co/M5oJYF8Lri,Tue Nov 26 16:00:01 +0000 2024,0,5,Novo Nordisk
1852085639069479215,60 Minutes,60Minutes,"Denmark—home to some of the world's wealthiest and healthiest people—is now home to Europe's largest company, Novo Nordisk. The company's weight loss wonder drugs Ozempic and Wegovy have slimmed down millions while adding great heft to the Danish economy. Sunday. https://t.co/u5XMsbG1lX",Thu Oct 31 20:30:01 +0000 2024,88,390,Novo Nordisk
1862430761044824329,Daniel Kral,DanielKral1,"Now with almost all countries reporting - Croatia continues to be in a league of its own, followed by CEE, Novo Nordisk (sometimes referred to as Denmark), and US.

The largest European economies (🇩🇪🇫🇷🇬🇧) have all done rather poorly - no surprise their politics is unsettled. https://t.co/VdZbZw8Cmm",Fri Nov 29 09:37:50 +0000 2024,40,152,Novo Nordisk
1860313283821207629,미국개미,USAnt_IDEA,"52 주 최저가 인접 주식

ASML $ASML - $672

Elevance Health $ELV - $402

PepsiCo $PEP - $162

Boeing $BA - $149

United Parcel Services $UPS - $134

Diageo $DEO - $120

Canadian National Railway $CNI - $111

Novo Nordisk $NVO - $105

Merck &amp; Co $MRK - $99

Coca-Cola Femsa $KOF - https://t.co/KBlWlV0xYa",Sat Nov 23 13:23:44 +0000 2024,2,19,Novo Nordisk
1861456131295510556,Reuters,Reuters,Shares of weight-loss drugmakers Novo Nordisk and Eli Lilly rose after US President Joe Biden proposed expanding coverage of anti-obesity drugs under state-run health plans and as a potential rival drug missed expectations in a trial https://t.co/OKkPlqz6iC https://t.co/sPnwTZPGzG,Tue Nov 26 17:05:00 +0000 2024,6,12,Novo Nordisk
1861075808783049014,Bloomberg,business,The world’s largest philanthropic fund that ultimately controls Novo Nordisk will ramp up its investments outside of Denmark after cashing in on the weight-loss drug boom https://t.co/sBySXHDqk6,Mon Nov 25 15:53:44 +0000 2024,10,36,Novo Nordisk
1861470928019796412,W,wokebusters,"Lo que ha hecho Novo Nordisk… 
El mayor impacto social desde la Viagra de Pfizer",Tue Nov 26 18:03:48 +0000 2024,5,45,Novo Nordisk
1862033681721811261,Sijoittaja.fi,Sijoittajafi,"Painonhallintaan tarkoitettujen lääkkeiden markkina on lähtenyt räjähdysmäiseen kasvuun. Analyysissa kaksi alan johtavaa toimijaa, Novo Nordisk ja Eli Lilly. Lue analyysi! ⬇️ Osa sisällöstä jäsenille 🔑

https://t.co/iN38FBAUep
#osakkeet #sijoittaminen #sijoitusidea",Thu Nov 28 07:19:59 +0000 2024,0,1,Novo Nordisk
1861831111296352519,Reuters,Reuters,Canada approves Novo Nordisk's obesity drug to reduce risk of non-fatal heart attack https://t.co/LXJLpOxsJj https://t.co/taHw9PHYwo,Wed Nov 27 17:55:02 +0000 2024,7,17,Novo Nordisk
1858833265446064372,Vivien 💰 Faim de Finances,Faim2Finances,"En 2004, l’Europe avait 9 sociétés dans le top 30 mondial en terme de capitalisation boursière

Aujourd’hui ? ⤵️

2

Novo Nordisk $NVO et LVMH $MC.PA

« Ce qui compte c’est pas la chute, c’est l’atterrissage » https://t.co/ACMtIXNKZp",Tue Nov 19 11:22:40 +0000 2024,3,62,Novo Nordisk
1862832541511700960,Markets News,MarketsonX,"New ""Market News"" post on WSJ: Eli Lilly and Novo Nordisk's Obesity Moat Just Got Stronger https://t.co/fP1G4egtJa",Sat Nov 30 12:14:22 +0000 2024,0,0,Novo Nordisk
1862832648856506472,Olum & Khubor,OlumKhubor,"Market Insights powered by Wall Street Journal

Eli Lilly and Novo Nordisk's Obesity Moat Just Got Stronger https://t.co/SqCv6Xb9Ga

#boldnews #worldnews",Sat Nov 30 12:14:47 +0000 2024,0,0,Novo Nordisk
1858574280109314326,Fast Company,FastCompany,"State Medicaid programs for low-income families are the single biggest source of coverage for weight-loss drugs, giving 31.6 million people access to Novo Nordisk's Wegovy or Eli Lilly's Zepbound. https://t.co/q3ZUrf50lw",Mon Nov 18 18:13:33 +0000 2024,4,5,Novo Nordisk
1858494751210614993,Evan,StockMKTNewz,Novo Nordisk $NVO is launching its weight loss drug Wegovy in China 🇨🇳 this week - Bloomberg https://t.co/XrSiOyF4VF,Mon Nov 18 12:57:32 +0000 2024,20,114,Novo Nordisk
1859649069821395283,Novo Nordisk Foundation Science Cluster,ScienceCluster,"➡️ Unveiling Amylin: The New Kid on the Block in #Obesity Management

A talk by @KiraRaun (@novonordisk) at #MetabolismInAction2024 

#science #Innovation #metabolism
@novonordiskfond  @Metabolcenter https://t.co/lPdOiAHVWs",Thu Nov 21 17:24:23 +0000 2024,3,19,Novo Nordisk
1858991555656519903,Nicklas Andersson,Investeraren,"🇩🇰 Novo Nordisk rusade som mest +50% i år för att därefter tappa -29,8% vilket gör att de nästintill är tillbaka på ruta ett - jojobantning i aktievärlden 🧐 Börsvärdet har minskat över 2 000 miljarder SEK sedan sommaren. Konsensus riktkurs @ 987,96 DKK är +36%. Trots nedgången https://t.co/xX8KDGx9Ti",Tue Nov 19 21:51:39 +0000 2024,2,96,Novo Nordisk
1858499166374146334,Reuters,Reuters,Novo Nordisk has launched obesity drug Wegovy in China https://t.co/4Z1GUtTiLn https://t.co/3HZMHPysEY,Mon Nov 18 13:15:05 +0000 2024,11,23,Novo Nordisk
1861817308768874820,CTV News,CTVNews,Canada approves Novo Nordisk's obesity drug to reduce risk of non-fatal heart attack https://t.co/IeAJxy8aoW,Wed Nov 27 17:00:11 +0000 2024,1,0,Novo Nordisk
1861308561046794509,Affärsvärlden,AFV_magasin,"Novo Holdings köper fiskgenetikföretag för 3,6 miljarder $BMK
 https://t.co/2ovDzgNoW7",Tue Nov 26 07:18:37 +0000 2024,0,0,Novo Nordisk
1862609591944536170,WSJ Markets,WSJmarkets,"The Score: GM, Macy’s, Novo Nordisk and More Stocks That Defined the Week https://t.co/qDqlA5fDyq",Fri Nov 29 21:28:26 +0000 2024,0,3,Novo Nordisk
1861386948968886628,Reuters Health,Reuters_Health,Shares of Danish weight-loss drug maker Novo Nordisk rose 1.3% on Tuesday as U.S. President Jo Biden proposed expanding coverage of anti-obesity drugs for millions on Medicare and Medicaid. https://t.co/Ns6RJghVZl https://t.co/Ns6RJghVZl,Tue Nov 26 12:30:06 +0000 2024,0,3,Novo Nordisk
1861699560285823480,FORTUNE,FortuneMagazine,Novo Nordisk Foundation CEO Mads Krogsgaard Thomsen said only 9 million people are using GLP-1s compared with 1 billion people living with obesity. https://t.co/odqJsJi4bN,Wed Nov 27 09:12:18 +0000 2024,0,0,Novo Nordisk
1862832382606188729,kirubakaran.eth,kirubatweets,#Market News Eli Lilly and Novo Nordisk's Obesity Moat Just Got Stronger https://t.co/SfRqnSVJQZ,Sat Nov 30 12:13:44 +0000 2024,0,0,Novo Nordisk
1862165514736271765,Christine Rousselle,crousselle,today i'm thankful for novo nordisk and officially being down 70 pounds lol happy thanksgiving,Thu Nov 28 16:03:50 +0000 2024,0,49,Novo Nordisk
1858960132304236753,Charlie Bilello,charliebilello,"Returns since election...
Dogecoin: +141%
MicroStrategy: +87%
Coinbase: +67%
Tesla: +36%
Bitcoin: +35%
Banks: +8.7%
US Dollar: +2.9%
Small Caps: +2.5%
S&amp;P 500: +2.2%
---
Long-Term Treasuries: -2.1%
International Stocks: -3.1%
Oil: -3.4%
Gold: -4.1%
China: -6.8%
Novo Nordisk: https://t.co/6vrlwv9BdB",Tue Nov 19 19:46:48 +0000 2024,294,1201,Novo Nordisk
1862844413778567556,Fundación para la Salud Novo Nordisk España,funsaludnn,"¿Sabías que tus menstruaciones afectan la glucemia? 

María y Carolina nos explican por qué en el siguiente vídeo▶️:

https://t.co/i1S5MdR7Gg",Sat Nov 30 13:01:32 +0000 2024,0,0,Novo Nordisk
1859445819667030049,See It Market,seeitmarket,"NEW Article:  “Are Dietary Drug Stocks Eli Lilly and Novo Nordisk Ready To Rise Again?”  —&gt; https://t.co/pQcsS0t3kG

by @marketminute 
$SPY $XLV $IBB $NVO $LLY https://t.co/2lZ2OdUxBI",Thu Nov 21 03:56:44 +0000 2024,4,8,Novo Nordisk
1858922434986209457,Ars Technica,arstechnica,Novo Nordisk sells hit weight-loss drug in China—at fraction of US price https://t.co/JCtzKcXbnB,Tue Nov 19 17:17:00 +0000 2024,5,10,Novo Nordisk
1858833702169563228,Novo Nordisk Foundation,novonordiskfond,Join us in Episode 2 as we continue our journey marking the 100th anniversary of the Novo Nordisk Foundation in 2024. A Promise For Life begins in 2010 with a grand celebration at the University of Copenhagen. A world-class metabolism research centre is opening at the Panum https://t.co/NvXVqO9Y9s,Tue Nov 19 11:24:24 +0000 2024,0,4,Novo Nordisk
1861772013775245531,CTV Kitchener,CTVKitchener,Canada approves Novo Nordisk's obesity drug to reduce risk of non-fatal heart attack https://t.co/Dn12rUEjeW,Wed Nov 27 14:00:12 +0000 2024,0,2,Novo Nordisk
1862466589234508271,ノボ ノルディスク ファーマ株式会社,NovoNordiskJP,"／
患者さんのもとに速やかに製品を届けるため
新規生産設備の導入に挑む❣
＼

東京本社勤務から自らの希望で、新しい郡山工場でのポジションにチャレンジした社員をご紹介します✨

デンマーク本社のメンバーともやりとりしながら、新規生産設備の導入を進めています💪 https://t.co/DUS1CeRvo4",Fri Nov 29 12:00:12 +0000 2024,3,9,Novo Nordisk
1861001532461740318,Matt 👽,youngallien,"Novo Nordisk $NVO: Quick Analysis

💰 Profitability

✅ Gross Margin 40%+: 85%
✅ Net Margin 10%+: 35%
✅ ROE/ROIC/ROA &gt; 10%
✅ Piotroski: 8/9
💎 Valuation

✅ Below 5-yr avg (except P/FCF)
✅ Wide moat
📊 Shares

❌ Insider ownership 0%
📈 Growth

✅ +46% 1-yr price forecast
❌ https://t.co/5feQkAfUu4",Mon Nov 25 10:58:35 +0000 2024,0,3,Novo Nordisk
1861890083973906504,Alberto,Phalbertt,"@JaviCiencia La semaglutida tiene aprobación en obesidad/sobrepeso por la FDA para reducir riesgo CV. De hecho, hay varios estudios con evidencia demostrada, escalada de dosis hasta 2,4 mg/semana y hasta -15% peso. Ozempic para DM2 y Wegovy para no DM2, pero es semaglutida y de Novo Nordisk. https://t.co/KvAOaBsaPg",Wed Nov 27 21:49:22 +0000 2024,0,2,Novo Nordisk
1861443832459464759,Reuters,Reuters,"Novo, Lilly shares rise as Biden proposes obesity care coverage https://t.co/ESZJ7qrWvq https://t.co/MD9uDf8wNb",Tue Nov 26 16:16:08 +0000 2024,2,21,Novo Nordisk
1861516528929092058,Reuters,Reuters,Shares of weight-loss drugmakers Novo Nordisk and Eli Lilly rose after US President Joe Biden proposed expanding coverage of anti-obesity drugs for more than 7 million people with Medicare and Medicaid health coverage https://t.co/OKkPlqz6iC https://t.co/h4p8IrKbTl,Tue Nov 26 21:05:00 +0000 2024,8,31,Novo Nordisk
1793324632994406855,VAL THOR,CMDRVALTHOR,"BREAKING – Denmark: The headquarters of Novo Nordisk, Europe's largest company, is on fire. This is the second fire in a week https://t.co/pdNtlNz973",Wed May 22 16:54:45 +0000 2024,138,245,Novo Nordisk
1861403970599539067,Stefanie Ilgenfritz,stefaniei,"White House is moving to make Medicare and Medicaid cover anti-obesity drugs such as Novo Nordisk’s Wegovy and Eli Lilly’s Zepbound for people who are obese, even if they don’t have other diseases like diabetes. ⁦@WSJ⁩  https://t.co/q9MvRuaWUa",Tue Nov 26 13:37:44 +0000 2024,1,3,Novo Nordisk
1861056632580382775,Fast Company,FastCompany,"""More than 200,000 prescriptions for copies of Novo Nordisk's weight-loss drug Wegovy are getting filled by U.S. patients each month."" https://t.co/43obljFXNJ",Mon Nov 25 14:37:32 +0000 2024,2,4,Novo Nordisk
1837824530414268538,MAL,malliberal,"Temos também a Novo Nordisk, que inventou um medicamento para a diabetes tipo 2 que faz emagrecer e cujo market value é maior do que o próprio país, a Dinamarca. 

A Europa tem definitivamente de mudar de rumo. https://t.co/KlDA5cKoKX",Sun Sep 22 12:01:27 +0000 2024,29,395,Novo Nordisk
1860953686979047791,greenpepper,peppershares,"Performance im Depot aktuell ohne Dividende 

Nvidia                  +1.201%
Tesla                    +928%
Novo Nordisk   +242%
Progressive       +183%
Broadcom         +183%
Iron Mountain  +177%
Palantir               +175%
Amazon              +140%
Microsoft           +134%",Mon Nov 25 07:48:28 +0000 2024,2,267,Novo Nordisk
1853243653730308331,60 Minutes,60Minutes,Novo Nordisk was founded in the early 1920s to produce insulin in Scandinavia. The company vowed to forgo “nasty profits”  by promising to return revenues to society through research into physiology and medicine. https://t.co/I2rWrbpekZ https://t.co/j9dA6PjWsE,Mon Nov 04 01:11:33 +0000 2024,67,221,Novo Nordisk
1862375632300101995,Margrethe,MargretheIII,"@societyguidebk Hele to dansek megavirksomheder, markerer deres høje moralske stade. Ikke noget med at skovle penge ind på andres elendighed. Novo Nordisk er vist Europas største virksomhed, og så har vi Arla. Hun sidder i Novo Fondens bestyrelse og  meget andet spøjst: https://t.co/Tv7ktBGFde",Fri Nov 29 05:58:46 +0000 2024,0,0,Novo Nordisk
1862067746982232495,Margrethe,MargretheIII,"@s_elkj Deres proddukter har jeg holdt mig fra siden muhammedkrisen. Landsforræderi bliver aldrig glemt. Og nu vi er ved det. Spøjst sammenfald med medicinal og ""fødevare"" industri, hvis vi overhovedet kan kalde deres junk det. Et medlem af Novo Nordisk Fonden: https://t.co/5wtZHZdqB9",Thu Nov 28 09:35:21 +0000 2024,1,6,Novo Nordisk
1861388240588067168,Quality Stocks,Quality_stocksA,"Good news for 🇺🇸 Eli Lilly $LLY and 🇩🇰 Novo Nordisk $NVO

Biden's administration should propose expanding coverage of anti-obesity drugs for people on Medicare and Medicaid

For now, the supply is still the limit but this decision will increase the size of the market",Tue Nov 26 12:35:14 +0000 2024,2,74,Novo Nordisk
826013315012894720,Leave.EU,LeaveEUOfficial,"Danish pharmaceutical firm Novo Nordisk to invest £115m in new diabetes research centre in Oxford, #DespiteBrexit. https://t.co/UptOA4CpGm",Mon Jan 30 10:24:55 +0000 2017,114,161,Novo Nordisk
1861424785646891492,finanzen.net,FinanzenNet,"Novo Nordisk: Was steckt hinter dem Kurssturz der letzten Monate? 
https://t.co/h4AkYqNnOA",Tue Nov 26 15:00:27 +0000 2024,0,2,Novo Nordisk
1862828947215700390,ノボ ノルディスク ファーマ株式会社,NovoNordiskJP,"／
思いやりと貢献する気持ちが
チーム戦での治験を成功へと導く❣
＼

臨床開発モニター(CRA)として10試験以上の治験に関わってきた社員をご紹介します✨

さまざまなバックグラウンドをもつ仲間たちとともに、チーム一丸となって治験の成功のために取り組んでいます❗ https://t.co/YjPmVVSofM",Sat Nov 30 12:00:05 +0000 2024,1,4,Novo Nordisk
1860960346162307480,LilMussolini,TraderMussolini,"Nu är det måndag och utöver det även löning.
Hur har ni spenderat denna lön?
Självt har det blivit:
Fyllt på i Evo 🇸🇪
Novo nordisk 🇩🇰 
Spiltan invest 🇸🇪 
Blir ytterligare köp under dagens gång.",Mon Nov 25 08:14:56 +0000 2024,0,5,Novo Nordisk
1861751846043287739,CTV News,CTVNews,Canada approves Novo Nordisk's obesity drug to reduce risk of non-fatal heart attack https://t.co/xnr51r588G,Wed Nov 27 12:40:04 +0000 2024,12,51,Novo Nordisk
1375239473882046464,Rep. Katie Porter,RepKatiePorter,"Just 3 companies control nearly all of our insulin supply: Eli Lilly, Sanofi, and Novo Nordisk. Shocker: it turns out they raise prices in tandem—at least 13x in 10 years—while patients are rationing or starving themselves to try to cut costs. I want answers. https://t.co/AtkH3OonTs",Fri Mar 26 00:13:35 +0000 2021,9317,29006,Novo Nordisk
1861756940331675763,CTV News Calgary,CTVCalgary,Canada approves Novo Nordisk's obesity drug to reduce risk of non-fatal heart attack https://t.co/oiFjaff7kz,Wed Nov 27 13:00:19 +0000 2024,0,1,Novo Nordisk
1858877414295663053,Ten_Bagger,Ten_Bagger,"Marketmate: Återbesöker Novo Nordisk på denna blodröda börs. Ser ut som det mesta negativa börjar bli diskonterat i läkemedelssektorn nu.

https://t.co/oLUZU2cLjz",Tue Nov 19 14:18:06 +0000 2024,0,52,Novo Nordisk
